"Date","Violations","Statistics","Value"
2014,"Total drug violations [401]","Actual incidents",104518
2015,"Total drug violations [401]","Actual incidents",99827
2016,"Total drug violations [401]","Actual incidents",96515
2017,"Total drug violations [401]","Actual incidents",92986
2018,"Total drug violations [401]","Actual incidents",84927
2019,"Total drug violations [401]","Actual incidents",70140
2000,"Total drug violations [401]","Rate per 100,000 population",287.04
2001,"Total drug violations [401]","Rate per 100,000 population",288.19
2002,"Total drug violations [401]","Rate per 100,000 population",295.92
2003,"Total drug violations [401]","Rate per 100,000 population",274.31
2004,"Total drug violations [401]","Rate per 100,000 population",305.66
2005,"Total drug violations [401]","Rate per 100,000 population",290.47
2006,"Total drug violations [401]","Rate per 100,000 population",295.28
2007,"Total drug violations [401]","Rate per 100,000 population",307.74
2008,"Total drug violations [401]","Rate per 100,000 population",307.62
2009,"Total drug violations [401]","Rate per 100,000 population",291.31
2010,"Total drug violations [401]","Rate per 100,000 population",321.19
2011,"Total drug violations [401]","Rate per 100,000 population",330.07
2012,"Total drug violations [401]","Rate per 100,000 population",317.14
2013,"Total drug violations [401]","Rate per 100,000 population",310.95
2014,"Total drug violations [401]","Rate per 100,000 population",294.94
2015,"Total drug violations [401]","Rate per 100,000 population",279.6
2016,"Total drug violations [401]","Rate per 100,000 population",267.28
2017,"Total drug violations [401]","Rate per 100,000 population",254.45
2018,"Total drug violations [401]","Rate per 100,000 population",229.17
2019,"Total drug violations [401]","Rate per 100,000 population",186.6
2000,"Total drug violations [401]","Percentage change in rate",8.9
2001,"Total drug violations [401]","Percentage change in rate",0.4
2002,"Total drug violations [401]","Percentage change in rate",2.68
2003,"Total drug violations [401]","Percentage change in rate",-7.3
2004,"Total drug violations [401]","Percentage change in rate",11.43
2005,"Total drug violations [401]","Percentage change in rate",-4.97
2006,"Total drug violations [401]","Percentage change in rate",1.66
2007,"Total drug violations [401]","Percentage change in rate",4.22
2008,"Total drug violations [401]","Percentage change in rate",-0.04
2009,"Total drug violations [401]","Percentage change in rate",-5.3
2010,"Total drug violations [401]","Percentage change in rate",10.26
2011,"Total drug violations [401]","Percentage change in rate",2.77
2012,"Total drug violations [401]","Percentage change in rate",-3.92
2013,"Total drug violations [401]","Percentage change in rate",-1.95
2014,"Total drug violations [401]","Percentage change in rate",-5.15
2015,"Total drug violations [401]","Percentage change in rate",-5.2
2016,"Total drug violations [401]","Percentage change in rate",-4.41
2017,"Total drug violations [401]","Percentage change in rate",-4.8
2018,"Total drug violations [401]","Percentage change in rate",-9.93
2019,"Total drug violations [401]","Percentage change in rate",-18.58
2000,"Total drug violations [401]","Total cleared",70094
2001,"Total drug violations [401]","Total cleared",70186
2002,"Total drug violations [401]","Total cleared",70848
2003,"Total drug violations [401]","Total cleared",65826
2004,"Total drug violations [401]","Total cleared",73339
2005,"Total drug violations [401]","Total cleared",70779
2006,"Total drug violations [401]","Total cleared",74422
2007,"Total drug violations [401]","Total cleared",78131
2008,"Total drug violations [401]","Total cleared",80320
2009,"Total drug violations [401]","Total cleared",77468
2010,"Total drug violations [401]","Total cleared",84804
2011,"Total drug violations [401]","Total cleared",89975
2012,"Total drug violations [401]","Total cleared",85578
2013,"Total drug violations [401]","Total cleared",85969
2014,"Total drug violations [401]","Total cleared",83845
2015,"Total drug violations [401]","Total cleared",77233
2016,"Total drug violations [401]","Total cleared",73656
2017,"Total drug violations [401]","Total cleared",69378
2018,"Total drug violations [401]","Total cleared",60496
2019,"Total drug violations [401]","Total cleared",37616
2000,"Total drug violations [401]","Total, persons charged",54574
2001,"Total drug violations [401]","Total, persons charged",56942
2002,"Total drug violations [401]","Total, persons charged",56811
2003,"Total drug violations [401]","Total, persons charged",47659
2004,"Total drug violations [401]","Total, persons charged",52586
2005,"Total drug violations [401]","Total, persons charged",52320
2006,"Total drug violations [401]","Total, persons charged",57004
2007,"Total drug violations [401]","Total, persons charged",60716
2008,"Total drug violations [401]","Total, persons charged",61487
2009,"Total drug violations [401]","Total, persons charged",59656
2010,"Total drug violations [401]","Total, persons charged",63644
2011,"Total drug violations [401]","Total, persons charged",64918
2012,"Total drug violations [401]","Total, persons charged",62196
2013,"Total drug violations [401]","Total, persons charged",61881
2014,"Total drug violations [401]","Total, persons charged",58953
2015,"Total drug violations [401]","Total, persons charged",55870
2016,"Total drug violations [401]","Total, persons charged",52719
2017,"Total drug violations [401]","Total, persons charged",49085
2018,"Total drug violations [401]","Total, persons charged",43460
2019,"Total drug violations [401]","Total, persons charged",35143
2000,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",209.69
2001,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",215.76
2002,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",212.1
2003,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",175.6
2004,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",191.23
2005,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",187.88
2006,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",202.16
2007,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",212.8
2008,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",212.86
2009,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",203.98
2010,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",215.08
2011,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",217.21
2012,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",205.85
2013,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",202.7
2014,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",191.22
2015,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",179.95
2016,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",167.92
2017,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",154.4
2018,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",134.69
2019,"Total drug violations [401]","Rate, total persons charged per 100,000 population aged 12 years and over",107.23
2000,"Total drug violations [401]","Total, adult charged",46737
2001,"Total drug violations [401]","Total, adult charged",48386
2002,"Total drug violations [401]","Total, adult charged",48301
2003,"Total drug violations [401]","Total, adult charged",42332
2004,"Total drug violations [401]","Total, adult charged",46642
2005,"Total drug violations [401]","Total, adult charged",46726
2006,"Total drug violations [401]","Total, adult charged",50697
2007,"Total drug violations [401]","Total, adult charged",53901
2008,"Total drug violations [401]","Total, adult charged",54543
2009,"Total drug violations [401]","Total, adult charged",53540
2010,"Total drug violations [401]","Total, adult charged",57199
2011,"Total drug violations [401]","Total, adult charged",58365
2012,"Total drug violations [401]","Total, adult charged",56329
2013,"Total drug violations [401]","Total, adult charged",56406
2014,"Total drug violations [401]","Total, adult charged",54275
2015,"Total drug violations [401]","Total, adult charged",52137
2016,"Total drug violations [401]","Total, adult charged",49535
2017,"Total drug violations [401]","Total, adult charged",46323
2018,"Total drug violations [401]","Total, adult charged",41385
